utterance,dishname_first (score),dishname_second (score),dishname_third (score),ingredient_first (score),ingredient_second (score),ingredient_third (score)
"If fungus spores are everywhere, is it also present in regular food like milk, rice, and meat? If present, then how much?","regular food like milk, rice, and (0.97)",present (0.54),none,fungus spores (0.81),meat (0.99),much (0.62)
How do I cut beef for stir fry?,beef for stir fry (1.00),none,none,none,none,none
"If humans don't need meat to survive, why did we choose to eat meat for thousands of years?",humans (0.57),meat for thousands (0.62),years (0.33),meat (1.00),none,none
Can I substitute venison for beef?,venison for beef (1.00),none,none,none,none,none
Why do vegetarians feel sick after they eat meat?,vegetarian (0.84),meat (1.00),none,sick (0.71),none,none
How long does dry cured meat last? Can it last forever?,dry cured meat last (0.87),it (0.53),forever (0.73),none,none,none
"Why is it so hard to fake a realistic tasting egg, unlike fake milk, meats, and cheeses?","realistic tasting egg, unlike fake milk, meats, and cheeses (1.00)",none,none,none,none,none
"Which is better, steak or prime rib?",steak or prime rib (1.00),none,none,none,none,none
"Can you grill meat that had just started to rot and smells slightly sweet, or is it too late?",meat (1.00),had just started to rot and smells slightly (0.53),", (0.51)",sweet (0.75),late (0.46),none
What meat goes well with baked beans?,none,none,none,meat (0.96),baked beans (1.00),none
How does bison meat taste as compared to beef?,bison meat (1.00),compared (0.76),none,beef (0.43),none,none
Does cat meat taste good? What does it taste like?,cat meat (1.00),it (1.00),none,none,none,none
How do I make tofu taste like beef?,tofu taste like beef (1.00),none,none,none,none,none
"My friend says he believes in ""vegan philosophy"" but still eats limited amount of animal products for health but refuses to eat junk meat. Isn't he being a hypocrite?","vegan philosophy "" (1.00)",eats limited amount of animal products for health (0.96),meat (1.00),""" (0.56)",junk (0.82),none
What is the connection between eating meat and cognitive dissonance?,meat (1.00),none,none,cognitive dissonance (0.77),none,none
At what age should you cull your roosters to get the best meat?,roosters to get the best meat (0.99),none,none,none,none,none
How long does it take to cook frozen meatballs in a crockpot?,frozen meatballs in a crockpot (1.00),none,none,none,none,none
"Which is healthier: chicken, beef, or pork?","chicken, beef (1.00)",or pork? (1.00),none,health (0.98),none,none
Why do restaurants ask how you like your steak cooked?,steak cooked? (1.00),none,none,restaurants (0.47),none,none
"Are the steaks in my freezer which I bought fresh and froze over a year ago still good to thaw out, cook, and eat?",steaks in (1.00),freezer which i bought fresh and froze over a year ago still good (0.97),"thaw out, (0.90)",none,none,none
What happens if you cook meat that isn't fully defrosted?,meat (1.00),' t (0.84),none,fully (0.99),defrosted (0.81),none
How do you shred meat with shredding claws?,shred meat with shredding claws (1.00),none,none,none,none,none
Is chicken breast considered organ meat?,chicken breast (1.00),organ meat (0.79),none,none,none,none
I ate 1 piece of red meat and Google said it can cause diseases. Should I stop?,red meat (1.00),google said it (0.87),diseases (0.72),none,none,none
Why are beef ribs so much more expensive than pork ribs?,beef ribs (1.00),much more expensive than pork ribs (0.97),none,none,none,none
Is it okay to only eat meat and vegetables at 13?,meat and vegetables at 13? (0.87),none,none,none,none,none
How do I shut down radical vegans claiming that eating meat is abusing animals?,radical vegans claiming (0.97),meat is abusing (0.80),none,animals (0.81),none,none
Which of the Ribeye and Fillet is the better cut of meat?,ribeye and fillet is the better cut of (0.99),none,none,meat (0.71),none,none
What's the meat of the rabbit called?,meat (0.89),rabbit called (1.00),none,none,none,none
Do you prefer the ground beef from your butcher or local grocery?,ground beef from your butcher or local grocery (1.00),none,none,none,none,none
Is Subway’s beef actually “steak”?,subway ’ s beef (1.00),steak ” (0.93),none,none,none,none
Is eating processing meat harmful for your health? How and why?,health (0.40),and why (0.54),none,processing meat (0.66),how (0.61),none
Is Australian Wagyu beef grass fed?,australian wagyu beef grass fed? (1.00),none,none,none,none,none
Why is it important for the butcher/ wholesalers/ retailer to know and for consumer to identify different meat cuts?,butcher / wholesalers / retailer (1.00),different meat cuts (0.81),none,none,none,none
How do I make thin flat burger patties?,thin flat burger patties? (0.97),none,none,none,none,none
"Why do meat eaters judge vegans so critically? It seems normal for them to outwardly criticize a vegan diet, but uncommon to hear a vegan mention anything about meat eaters.",meat eater (0.85),vegans so critically (0.89),vegan diet (0.99),meat (0.98),none,none
What is the perfect hamburger patty weight?,perfect hamburger patty weight (1.00),none,none,none,none,none
Is the crab meat sold at Costco genuine crab meat?,crab meat (1.00),costco genuine crab meat (1.00),none,none,none,none
What's the difference between browning and burning food?,browning and burning food (0.99),none,none,none,none,none
Where do people get raccoon meat?,raccoon meat (1.00),none,none,none,none,none
Can I eat meat when taking antibiotics?,meat (1.00),none,none,antibiotics (0.60),none,none
Is horse meat chewy?,horse meat chewy (1.00),none,none,none,none,none
How do I know when a steak is too old past the expiration date?,steak is too old past the expiration date (0.97),none,none,none,none,none
Why do I get diarrhea after eating meat and dairy products?,diarrhea after eating meat and dairy products (1.00),none,none,none,none,none
What kind of meat are humans?,none,none,none,meat (0.91),none,none
Can you use hand sanitizer after handling raw meat?,hand sanitizer after handling raw meat (1.00),none,none,none,none,none
What are some of the reasons vegetarians choose not to eat meat?,reasons (0.40),vegetarian (0.96),meat (0.98),none,none,none
What is the best cut of meat for pulled pork?,the best (0.99),meat for pulled pork? (0.97),none,none,none,none
How do prime rib patties differ from regular beef patties?,prime rib patties (1.00),regular beef patties (0.99),none,none,none,none
Why do some Westerners eat dog meat?,westerners (1.00),dog meat (1.00),none,none,none,none
How long does it take to cook a turkey overnight?,turkey overnight (1.00),none,none,none,none,none
What does it mean when the meat is slimy?,meat (1.00),slimy (1.00),none,none,none,none
How do restaurants manage to marinade meat without the meat turning tough and rubbery? Do they constantly marinate throughout the day?,restaurants (0.94),##de meat (0.69),throughout (0.36),marina (0.99),the (1.00),meat turning tough and rubbery (0.82)
Do diets rich in processed meat increase the risk of contracting CoVID-19?,none,none,none,processed meat (1.00),contracting covid - 19 (1.00),none
"My cat drank raw unwashed meat red blood, should I be concerned, if so what should I do?",cat drank (0.92),raw unwashed meat red blood (0.97),none,if (0.69),so (0.30),none
Do people actually like steak?,steak (1.00),none,none,none,none,none
Is eating meat every day bad?,meat every day (1.00),none,none,none,none,none
"The more the animal suffers, the better the meat tastes. Is it the concept behind halal meat?",animal (0.93),meat tastes (0.73),halal meat (0.91),none,none,none
What meat goes best with sweet potatoes?,goes best with sweet potatoes? (0.83),none,none,meat (0.94),none,none
What does bull meat taste like? Is it different from steer meat or cow meat?,bull meat (1.00),from (0.72),meat or cow meat (1.00),steer (0.59),none,none
Will there be peace on Earth when man no longer eats meat?,peace (0.41),none,none,man (0.38),meat (1.00),none
Is prime steak worth it?,prime steak (0.98),none,none,it (0.48),none,none
Do I have to worry about food utensils while I'm cooking meat?,food utensils (1.00),meat (0.98),none,none,none,none
I am vegan of 15 years and my new boyfriend has tricked me into eating meat and dairy 3 times and laughed in my face about it. Is it time to end things?,meat and dairy 3 times (1.00),laughed (0.33),things (0.77),15 years (0.96),none,none
Is eating meat a racist hate crime?,meat (0.99),racist hate crime (1.00),none,none,none,none
What is yield grade in meat?,none,none,none,yield grade (1.00),meat (0.76),none
"If meat is bad for the planet and fish is becoming unsustainable, what are we all to eat?",planet (0.62),becoming unsustainable (0.59),none,meat (0.76),bad (0.38),fish (0.37)
"What is marbling, and how does it affect beef grading?",beef grading (1.00),none,none,marbling (0.87),none,none
Why mustn't you store cooked meat and raw meat together?,cooked meat and raw meat together (1.00),none,none,none,none,none
Why are there Chinese who religiously refuse to eat chicken but will eat pork?,chicken but (0.91),none,none,chinese (0.53),pork (1.00),none
Is Bovril the same as Vegemite?,bovr (0.37),##il (0.27),as (0.46),none,none,none
What is the Turkish word for turkey meat?,turkish (0.99),turkey meat (1.00),none,none,none,none
"If you cook pork sausage in a non-stick pan and do not wash the pan, is it safe to cook pork sausages in it the next day? Can it make you sick?",pork sausage in a non - stick pan and don't wash the pan (1.00),pork sausages in it (1.00),sick (0.67),none,none,none
How do I cook prime rib roast beef?,prime rib roast beef? (0.98),none,none,none,none,none
Can you eat shark meat?,shark meat (1.00),none,none,none,none,none
What kind of beef does Five Guys burgers use?,five guys burgers (1.00),none,none,beef (1.00),none,none
Are plant-based fake meats really as healthy as they say? What do you think about it?,plant - based fake meats really (1.00),healthy as they say (1.00),none,none,none,none
"Does the Quran really tell us to eat flesh/meath slaughtered in Allahs name, or does it simply mention us to read Allahs name over all meat in general?",quran (0.49),flesh / meath slaughtered in allahs name (1.00),allahs name (1.00),meat (0.63),none,none
How do you figure out if meatballs are done all the way through without breaking one open?,meatballs are done all the way through (1.00),one open (0.63),none,breaking (1.00),none,none
What is a good rule of thumb when purchasing meats?,meats (1.00),none,none,thumb (0.84),none,none
How do people who eat improperly cooked meat not get sick?,improperly cooked meat not (0.95),none,none,sick (0.45),none,none
"What does ""All animals killed for meat should be slaughtered humanely"" mean?",all animals (0.93),meat (0.50),"slaughtered humanely "" (0.93)",none,none,none
Why does seafood spoil more quickly than meat?,none,none,none,seafood spoil (0.90),quickly (0.83),meat (0.99)
Would bear meat that was farmed and slaughtered by a kosher butcher be kosher for the Jewish?,meat (0.46),farmed and slaughtered by (0.81),kosher butcher (0.99),none,none,none
Why doesn't gyros meat smell like lamb?,gyros meat (1.00),none,none,lamb (0.91),none,none
Should eating meat be illegal?,meat (0.99),none,none,none,none,none
Does cooking meat kill the coronavirus?,meat (0.93),coronavirus (1.00),none,none,none,none
How do I make tofu taste like steak?,tofu taste like steak (1.00),none,none,none,none,none
Where can I buy good Wagyu beef in Singapore?,good wagyu beef (1.00),singapore (1.00),none,none,none,none
Do people eat elephant meat?,elephant meat (1.00),none,none,none,none,none
Is BBQ as expensive to make as restaurants charge for it ($20 for two meats and sides)?,bbq (0.75),restaurants charge for it ( $ 20 for two meats and sides ) (0.99),none,none,none,none
Why is my crawfish meat black?,crawfish meat black (1.00),none,none,none,none,none
"Considering that the Mongolian climate is very cold, which leads to the limitation of harmful microorganisms, as well as a scarcity of vitamin source from vegetables. Why didn't the Mongolian have a culture of eating fresh meat like the Inuit?",mongolian climate (0.69),scar (0.45),mongolian (0.60),cold (0.38),limitation (0.82),"harmful microorganisms, (0.89)"
Why are crab legs so expensive but crab meat is so cheap?,crab legs (1.00),expensive (0.99),crab meat is so cheap (0.91),none,none,none
Why does mutton meat have this peculiar smell? What causes it to be so much stronger than other kinds of meat?,mutton meat (1.00),much (0.90),other kinds (0.80),peculiar smell (0.84),it (0.37),stronger (0.51)
Do monkeys eat meat?,monkeys (1.00),meat (1.00),none,none,none,none
Why most people love meat so much and always like to eat it?,meat so much (0.99),it (0.63),none,eat (0.60),none,none
How much ground beef do you need for 12 burgers?,12 burgers (1.00),none,none,ground beef (1.00),none,none
Are plant based meat substitutes good for health?,plant based meat substitutes (0.99),none,none,health (0.87),none,none
How do I make meatloaf with ground beef?,meatloaf with ground beef? (1.00),none,none,none,none,none
Why does meat turn a grayish pale when defrosted/thawed?,grayish pale when defrosted / thawed? (1.00),none,none,meat (0.60),none,none
How did offal come to be perceived as icky in many Western cultures?,offal (0.95),icky in many western cultures (0.94),none,none,none,none
"If we had to name every meat, what names would we give to animals we don't normally eat?",meat (1.00),animals (0.55),none,names (0.31),none,none
How can lungs help us breathe if they're dense meat?,they (0.49),dense meat (0.67),none,lungs (1.00),none,none
Is it okay to eat beef or meat if the label doesn’t say halal?,beef or meat if the label doesn ’ t say halal (1.00),none,none,none,none,none
Will a restaurant serve me a cheap steak if I ask for it well done?,restaurant (1.00),cheap steak (1.00),well done (0.80),it (0.52),none,none
How come we can’t cook raw meat that has expired or gone bad? Isn’t the whole reason we cook meat to get rid of bacteria and other harmful substances that could make you sick?,’ (0.96),raw meat that has expired or gone bad? (0.98),’ (0.53),bacteria (1.00),none,none
What are the benefits of eating meat protein?,meat protein (1.00),none,none,none,none,none
Is artificial meat kosher?,artificial meat kosher (0.91),none,none,none,none,none
"Which is better to cook, a steak or stew?",steak or stew? (1.00),none,none,none,none,none
Will eating meat be banned in the future?,meat (0.96),none,none,none,none,none
"Is it true that in America, organ meat is rarely eaten and discarded in the trash?",america (0.86),organ meat is rarely eaten and discarded in (0.88),none,trash (0.37),none,none
Are there any health benefits to eating cobra meat?,cobra meat (1.00),none,none,health (1.00),none,none
"When I was young, I had some steak that had a certain subtle tangy taste. It wasn't an acid marinade. I've tried many of those. What am I missing?",had a certain subtle (0.69),acid marina (0.89),none,steak that (0.81),tangy taste (0.93),##de (0.64)
Are dogs meant to eat meat?,dogs (1.00),meat (1.00),none,none,none,none
Would you ever shop for meat in a wet market?,meat in a wet market (1.00),none,none,none,none,none
Sheep meat is good or bad for piles?,sheep meat (0.99),or (0.50),? (0.74),good (0.75),bad (0.43),for (0.37)
What's a good alternative cut to brisket if I cannot find it?,good alternative cut to brisket if (0.94),none,none,none,none,none
"If a kilo of pork meat can be eaten by 5 people, how much will he pay?",kilo of pork meat can (1.00),eaten by 5 people (1.00),none,none,none,none
Is it safe to cook frozen meat without thawing?,frozen meat (1.00),none,none,thawing (0.92),none,none
How long does vacuum sealed meat last in the freezer?,vacuum sealed meat last in the freezer (1.00),none,none,none,none,none
How do you make bacon not crispy?,bacon not crispy? (1.00),none,none,none,none,none
How do you know when a Beyond Meat meatless burger patty has gone bad?,beyond meat meatless burger patty has gone bad (1.00),none,none,none,none,none
Is the meat in a Chinese restaurant really beef and chicken?,meat in (0.99),chinese restaurant really beef and chicken (1.00),none,none,none,none
What is the name for dog meat?,dog meat (1.00),none,none,none,none,none
Is it true that Wagyu steak is the best piece of meat in the world?,wagyu steak (1.00),the best piece of (0.92),in (0.85),meat (0.92),none,none
What kind of exotic meat animals have you eaten?,exotic meat animals (0.99),none,none,none,none,none
Is buffalo meat good to eat?,buffalo meat (0.99),none,none,eat (0.73),none,none
My boyfriend eats all the deli meat by the handful when he smokes weed. I love him but I also love sandwiches. What is a food that makes a high person tap out early?,the deli meat by the handful when he smokes weed (1.00),high person tap out early? (1.00),none,sandwiches (1.00),none,none
I left frozen grilled pork sausage in a sealed bag overnight. Is it still good?,frozen grilled pork sausage in a sealed bag overnight (1.00),none,none,good (0.64),none,none
"According to Christian precepts, can you eat meat at Easter?",meat (1.00),none,none,christian precepts (0.95),easter (0.59),none
"Are the beef burgers in restaurants smoked? Burgers in restaurants don't taste at all like what I cook, unlike chicken burgers when I cook it at home its taste is similar. If the beef burgers are smoked then show me how to smoke a burger?",beef burgers in restaurants smoked? burgers in restaurants (1.00),t (0.97),all (0.60),taste (0.61),taste (0.83),similar (0.53)
Is lard pork or beef? Which one is more healthy?,lard pork or beef (0.97),none,none,healthy (0.37),none,none
Do you feel more guilty throwing away leftover meat than other types of foods?,leftover meat than other types of foods (1.00),none,none,guilty (0.77),none,none
Can you make bacon out of owls?,bacon out of owls (1.00),none,none,none,none,none
What are some good spaghetti recipes with ground beef?,good spaghetti (1.00),beef? (1.00),none,ground (0.98),none,none
Is chicken considered a meat?,chicken (0.84),meat (1.00),none,none,none,none
Is bacon from a butcher or from a grocery store fresh meat department usually better than similar brand-name bacon pre-wrapped?,butcher (1.00),from (1.00),grocery store fresh meat department usually better than similar brand - name bacon pre - wrapped (1.00),bacon (0.89),none,none
What are some of the most underrated cuts of steak that are actually quite good for the price in comparison to more expensive cuts?,the most underrated cuts of steak that (0.94),actually quite good (0.53),price (0.35),more (0.73),none,none
What makes prime grade beef expensive?,prime grade beef expensive (1.00),none,none,none,none,none
"What is the reason as to why fancy restaurants like the source link don't seem to season meat and fish right away and season it later, given how seasoning like salt is crucial when cooking the protein rather than just adding it for flavor afterwards?",fancy restaurants like the source link don't seem to season meat and fish right away (0.97),season it later (0.95),salt (0.99),seasoning like (0.84),crucial (0.57),just (0.57)
Is it feasible to smoke meat with spruce needles?,meat with spruce needles (1.00),none,none,none,none,none
What meat product is safe for camping without refrigeration?,meat (0.74),none,none,product (0.95),camping (0.47),refrigeration (1.00)
How do I cook a Fred's steak?,fred's steak? (1.00),none,none,none,none,none
Is pepperoni usually made from pork or beef in the United States?,pepperoni usually made from pork or beef (0.97),united states (0.71),none,none,none,none
What is select beef?,select (0.65),none,none,beef (0.47),none,none
"What gives us food, like milk, eggs, or meat?","milk, eggs (0.95)",or (0.88),none,food (0.54),meat (1.00),none
What nutritional benefits does beef offer me that other proteins don’t?,beef (0.68),other proteins don ’ t (0.65),none,nutritional benefits (0.90),none,none
How long after butchering would meat go bad if left out?,meat go bad if left out (1.00),none,none,butcher (0.87),none,none
Do you offer full meat pizzas?,full meat pizzas (1.00),none,none,none,none,none
Do vegetarians and vegans smell worse or do strict meat eaters?,vegetarian (0.94),vegans (0.59),worse (0.30),meat (0.97),none,none
"Why are the meat-free, meat-style meals twice as expensive as real meat?","meat - free, meat - style meals twice as expensive (1.00)",real meat (0.96),none,none,none,none
Would vegans and vegetarians lose a major argument point if cloned meat became mainstream since the meat was never alive to begin with?,vegans (0.92),vegetarian (0.89),argument (0.51),major (0.44),point (0.59),meat (0.50)
How do I use a meat slicer to be cleaned and sanitized at home?,meat slicer to be cleaned and sanitized (1.00),none,none,none,none,none
How many calories are in thick cut bacon?,##ories (0.99),thick cut bacon? (0.99),none,cal (1.00),none,none
Would anyone eat a hotdog if they knew what meat it is made from?,hotdog if (0.98),knew what meat it is made from (1.00),none,none,none,none
What is the cheapest meat in USA?,cheapest meat in usa (0.96),none,none,none,none,none
How do I cut a side of beef?,side of beef (1.00),none,none,none,none,none
Will cutting out meat from your diet affect your cholesterol?,meat (1.00),cholesterol (0.80),none,none,none,none
Is steak the most overrated food?,steak (0.98),most (0.54),##rated food (0.47),over (0.53),none,none
"Are we addicted to meat, or do we just like the taste of it?",none,none,none,meat (1.00),taste (0.70),it (0.61)
How many lbs of chicken breasts do I need to equal 3-cups of shredded meat?,lbs (0.65),chicken breasts (0.88),3 - cups of shredded meat (1.00),none,none,none
What is the shelf life of a Beyond Meat patty?,life (0.76),beyond meat patty (1.00),none,shelf (0.89),none,none
"If you were turning meat into a daube, what would you be doing with it?",meat into a (0.99),daube (0.92),none,it (0.57),none,none
How does Outback cook their steaks?,##back (0.93),steaks (1.00),none,out (0.99),none,none
What is the white stuff on my burger bun?,burger bun (0.82),none,none,white stuff (0.69),none,none
What is the rarest you can cook a steak?,steak (1.00),none,none,rarest (0.97),none,none
Is it alright to chant mantras after eating meat?,mantras after eating (1.00),meat (0.60),none,none,none,none
Is eating deer meat healthier than cow?,deer meat healthier than cow (0.98),none,none,none,none,none
Can you pour ground beef grease down the drain?,ground beef grease down (1.00),drain (1.00),none,none,none,none
What’s your favorite ground beef dinner?,favorite ground beef dinner (1.00),none,none,none,none,none
How can I tell if raw duck has gone bad?,raw duck has gone bad (1.00),none,none,none,none,none
Can you be a meat eater and a good person at the same time?,meat eater (1.00),good person (0.80),none,none,none,none
Is it true that beef steak is technically just muscle and fat from a cow?,beef steak (1.00),technically just muscle and fat from a cow (0.98),none,none,none,none
Is chicken cheaper than beef in Australia?,chicken cheaper than beef (0.88),australia (0.42),none,none,none,none
Can humans eat raw meat?,raw meat (1.00),none,none,none,none,none
Can someone with high cholesterol take goat meat?,none,none,none,high cholesterol take goat meat (1.00),none,none
Are Beyond Meat burgers any good?,burgers (0.78),none,none,meat (0.66),none,none
Can a doctor consume a quantity of red meat?,doctor (0.90),quantity (0.73),red meat (1.00),none,none,none
Why do Beyond Meat products make me gassy?,gassy? (1.00),none,none,beyond meat products (1.00),none,none
How much meat is in a chicken drumstick?,chicken drumstick? (1.00),none,none,meat (1.00),none,none
Does bat meat taste good?,bat meat (1.00),none,none,none,none,none
Can you cook chicken and beef in the same pan?,chicken and beef in the same pan (1.00),none,none,none,none,none
Is rabbit halal?,rabbit halal (0.99),none,none,none,none,none
"Why is it that bones in sardines are safe to eat along with the meat, but the bones of larger fish are hazardous?",bones in sardines (1.00),along (0.87),fish (1.00),eat (0.93),meat (1.00),bones (0.94)
Is plant-based meat healthier than real meat?,plant - based meat healthier than real meat (0.99),none,none,none,none,none
Would crab meat taste good in Mac and cheese?,crab meat (1.00),in mac and cheese (1.00),none,none,none,none
Why does New Zealand lamb taste different?,new zealand lamb taste (0.92),none,none,none,none,none
Is it true that meat is full of hormones?,meat (1.00),none,none,hormones (1.00),none,none
How can you tell whether frozen meat has gone bad?,frozen meat has gone bad (0.97),none,none,none,none,none
What is this translucent gelatinous substance in my deli meat?,translucent gelatinous substance in my deli meat (1.00),none,none,none,none,none
"How can I convince my boyfriend to go vegan like me? I’ve cooked for him a few times and he ate it, but he still continues to eat meat.",vegan (1.00),meat (1.00),none,it (0.76),none,none
How can I make hotpot-style chicken and beef at home?,hotpot - style chicken and beef (1.00),none,none,none,none,none
"If chicken-fried steak is a thing, why isn't there steak-grilled chicken?",chicken - fried steak (1.00),thing (0.94),steak - grilled chicken (0.92),none,none,none
"In general, would a domestic cat prefer a medium-rare steak or a raw steak? Both unseasoned.",domestic cat (1.00),medium - rare steak or a raw steak? both unseasoned. (1.00),none,none,none,none
Can eating pork cause worms in the belly?,pork cause worms in the belly (1.00),none,none,none,none,none
"If we have artificial animal meat, do we have other artificial parts of said animal? For example, artificial cartilage or artificial tripe.",said animal (0.77),artificial cartilage or artificial tripe (0.97),none,artificial animal meat (0.98),other artificial parts of (0.97),none
How many times can you refreeze meat?,##ree (0.94),meat (0.97),none,ref (0.79),none,none
Is it okay to eat Wagyu beef as a whole steak?,wagyu beef as a whole steak (1.00),none,none,none,none,none
"If humans aren't designed to eat meat because we have to cook it, why do we cook anything?",meat (1.00),anything (0.99),none,it (0.28),none,none
Is the excuse that dogs are human companions and thus shouldn’t be eaten a good and valid excuse when defending against the consumption of dog meat?,excuse (0.37),dogs (1.00),human companions and thus (0.75),none,none,none
How do you find the best meat sales?,the best meat sales (1.00),none,none,none,none,none
"I’m 14 and I’m a very picky eater, I don’t eat any vegetables or any meat that is partly done. I’ve also had traumatic memories with veggies when I was little. How can I bring myself to try new foods?",very picky eater (0.98),vegetables or any (0.54),foods (0.95),meat that (0.56),partly (0.87),done (0.95)
How long does Wagyu beef last in the fridge?,wagyu beef last in the fridge (0.88),none,none,none,none,none
Is 1kg of meat equal to 1 litre of meat?,1kg (0.98),litre of (1.00),none,meat (0.46),1 (0.52),meat (0.84)
Can meat be left out overnight to defrost?,meat (0.99),left out overnight to (0.63),none,defrost (0.92),none,none
What should I look for in a meat slicer?,meat slicer (1.00),none,none,none,none,none
Is free range meat tougher?,free range meat tougher (0.96),none,none,none,none,none
Where do restaurants keep their steaks before cooking?,restaurants (0.77),steak (0.99),none,##s (0.69),cooking (0.89),none
Does shark meat taste like urine?,shark meat (0.99),none,none,urine (0.94),none,none
What wood gives meat the best flavor?,meat the best flavor (0.99),none,none,wood (0.99),none,none
Can you be an animal lover but still eat meat?,animal lover (1.00),none,none,meat (0.95),none,none
Why does all of the lamb meat that we buy lately all taste so bland? It used to have a characteristic and unique flavor.,lamb meat that (1.00),lately all taste so bland (0.94),characteristic and unique flavor (0.97),none,none,none
Watching a YouTube video today I realised I had never tried goat meat. I’ve never seen it in a UK supermarket. Where/how could I get some? What does it taste like? Is it worth trying? What cut do I get?,youtube (1.00),goat meat (0.99),uk supermarket (0.93),? (0.99),trying (0.99),cut (0.68)
What animal is Tomahawk Steak?,animal (0.42),tomahawk steak (1.00),none,none,none,none
How is pancetta different from other cured meats?,pancetta (1.00),from other cured meats (0.95),none,none,none,none
Isn't plant-based meat just as unhealthy as meat itself?,plant - based meat (1.00),unhealthy (0.95),meat itself (0.73),none,none,none
Can you cook raw meat in pasta sauce?,raw meat in pasta sauce (1.00),none,none,none,none,none
What is a person called if they eat meat but not fish?,meat but (0.96),fish (0.56),none,none,none,none
What is the most flavorful cut of steak?,most (0.95),flavorful cut of (0.88),steak (0.58),none,none,none
How do you get the most out of your food and meat slicers?,the most out of your food and meat slicers (1.00),none,none,none,none,none
How can I get a wholesale importer of either beef or mutton meat in Qatar?,wholesale importer (1.00),either beef or mutton meat (1.00),qatar (0.91),none,none,none
What goat breed produces the most delicious and nutritious meat?,goat breed (0.83),the most delicious and nutritious meat (1.00),none,none,none,none
Why doesn't homemade steak sauce taste as good as a factory?,homemade steak sauce (1.00),good (0.92),a factory (0.73),none,none,none
Can you freeze raw meat and cooked meat together?,raw meat and cooked meat together (0.94),none,none,none,none,none
What does the Bible say on meat eating?,bible (0.72),meat eating (1.00),none,none,none,none
Why is meat cheaper in Australia than in the UK?,australia (0.90),uk (0.32),none,meat cheaper (0.53),none,none
Does more salmonella cross contamination break out in summer because of barbecuing and marinating raw meat from inside to outdoors?,salmonella cross contamination break out (0.97),summer because of barbecuing and marinating raw meat from (0.97),none,inside (0.45),outdoors (0.57),none
"Why don't all people feel bad about eating meat? Once people learn what’s involved, how can they still eat meat?",bad (0.48),meat (1.00),meat (1.00),what ’ (0.56),involved (0.64),none
Which breed of chicken is the equivalent of wagyu beef in terms of price and quality of its meat?,chicken (1.00),wagyu beef (1.00),none,price and (0.72),quality (0.98),meat (0.98)
How long can beef be left out?,beef (1.00),left out (0.71),none,none,none,none
How does smoking make meat 'cooked'?,meat'cooked ' (0.97),none,none,smoking (1.00),none,none
How much taco meat is needed for 100 people?,100 people (1.00),none,none,taco meat (0.96),none,none
Why do vegetarians try to shame people who eat meat when plants are alive too?,vegetarian (0.51),people (0.58),meat when plants are alive too (0.85),none,none,none
Is eating pork a sin for Catholics?,pork (0.99),catholics (0.78),none,none,none,none
How do you season a frozen steak on a BBQ grill?,frozen steak on a bbq grill (1.00),none,none,none,none,none
What is a person who refrains from eating red meat called?,red meat called? (0.98),none,none,none,none,none
What hot meat goes well with salad?,? (0.49),none,none,hot (0.85),meat (0.41),salad (1.00)
Are people ordering their steak rare just showing off?,steak rare just showing off (1.00),none,none,none,none,none
Can you cook raw meat in an air fryer?,raw meat in an air fryer (1.00),none,none,none,none,none
How long can you keep leftover ham?,leftover ham (1.00),none,none,none,none,none
Is it true that the FDA declared honey as a type of meat?,fda (0.92),none,none,honey (0.57),meat (0.51),none
Does vegetarian Haggis taste like real haggis?,vegetarian haggis (1.00),real haggis (1.00),none,none,none,none
Why do people say cats have to eat meat to get taurine? What about taurine in seaweed?,cats (1.00),meat to get taurine (1.00),##rine in seaweed? (0.89),tau (1.00),none,none
Why does my raw chicken breast have a stringy/shredded texture?,raw chicken breast (1.00),stringy / shredded texture (1.00),none,none,none,none
What is the tastiest animal meat?,tastiest animal meat (1.00),none,none,none,none,none
Is chicken the most consumed meat in Australia?,consumed (0.43),meat (0.89),australia (0.49),chicken (0.81),none,none
Can I have all white meats with GERD?,all white meats with gerd (1.00),none,none,none,none,none
Which meat is best for a sugar diabetes patient?,sugar diabetes patient (1.00),none,none,meat (1.00),none,none
Are humans more designed to eat fish than meat from mammals?,fish than meat from mammals (0.99),none,none,none,none,none
What is the function of the small bones in fish meat?,small bones in fish meat (1.00),none,none,none,none,none
Is it OK to just rinse hands after touching raw meat?,hands after touching raw meat (0.93),none,none,none,none,none
How do you eat Vegemite like an Aussie?,vegemite like an aussie? (1.00),none,none,none,none,none
What's a good way to make a horse burger restaurant financially viable if you only have one horse's worth of meat?,horse burger restaurant financially viable if (1.00),horse's worth of (0.90),none,meat (1.00),none,none
What part of the cow does a ribeye come from?,cow (0.99),ribeye come (0.98),none,none,none,none
"When you call a cut of beef tough, is it the actual meat that’s tough or the gristle/connective tissue that makes it tough?",cut of beef tough (1.00),it the actual meat that ’ s tough or the gristle / connective tissue (1.00),it (0.51),tough (0.81),none,none
"When eating undercooked meat, what is actually causing my stomach (intestinal region) ache?",undercooked meat (1.00),actually (0.94),stomach ( intestinal region ) ache (1.00),none,none,none
"What is the difference between prime, choice, and select beef?","prime, choice, and select beef (1.00)",none,none,none,none,none
"Even if I love the taste of meat, I want to become a vegetarian for ethical reasons. How can I do that?",meat (1.00),none,none,ethical reasons (0.71),none,none
