utterance,dishname_first (score),dishname_second (score),dishname_third (score),ingredient_first (score),ingredient_second (score),ingredient_third (score)
Is it healthier to cook the broth separately from the noodles when making instant noodles?,the broth separately from the noodles when making instant noodles (1.00),none,none,health (0.97),none,none
How many 2/3 cups are in 3 cups?,2 / 3 cups (1.00),in 3 cups (1.00),none,none,none,none
What is the best way to cook perch?,perch? (1.00),none,none,none,none,none
How do I cook a country cured ham?,country cured ham? (1.00),none,none,none,none,none
What are some dishes that were popular in the '60s that no one serves anymore?,dishes (1.00),' 60s that (0.75),serves anymore (0.39),no (0.40),one (0.60),none
How do you make an omelet taste better?,omelet taste better (1.00),none,none,none,none,none
"Why is it that when I add a scoop of protein powder to my pancake mix the pancakes are hard and chalky, not fluffy anymore? Is there anything I can add to counteract this?","scoop of protein powder to my pancake mix the pancakes are hard and chalky, not (0.99)",anymore (1.00),counteract this (0.72),fluffy (0.72),none,none
How do you find recipes for ingredients that you already have?,ingredients (1.00),none,none,none,none,none
What's the best thing to do with soggy French fries?,best (0.64),soggy french fries (0.91),none,none,none,none
How many bags of sprinkles do I need to cover a sprinkle cake?,##rinkles (1.00),sprinkle cake (1.00),none,bags (0.63),sp (1.00),none
What are some ways to cheat saltiness when you add too much salt in your cooking?,saltiness when you add too much salt in (0.94),none,none,cooking (0.58),none,none
"Do I need to boil raw frozen shrimp for four minutes before I cook it in the skillet to make fried rice, or can I just throw the frozen raw shrimp into the skillet and cook with the fried rice?",raw frozen shrimp for four minutes (0.99),it in the skillet to make fried rice (1.00),frozen raw shrimp into the skillet (1.00),none,none,none
Do you need to cook chicken before putting it in a slow cooker?,chicken (1.00),it in a slow cooker (1.00),none,none,none,none
How do I cook waffles in the oven?,waffles in the oven (1.00),none,none,none,none,none
How do I build a wood pizza oven?,wood pizza oven (1.00),none,none,none,none,none
Can I use chicken broth instead of milk in mashed potatoes?,chicken broth instead of milk in mashed potatoes (1.00),none,none,none,none,none
How does plating affect the presentation of a dish?,dish (1.00),none,none,plating (1.00),none,none
"How does one prepare ""beans on toast"", as in Tim Roth's favorite meal in the television series Lie To Me? Is this standard British cuisine I've never heard of or did they make it up for the show in an effort to portray his earthy nature?","beans on toast "", as in tim roth's favorite meal in the television series lie (1.00)",standard british cuisine (1.00),never heard (0.90),none,none,none
How long do you fry salmon patties?,salmon patties (1.00),none,none,none,none,none
"What goes better with pancakes, bacon or ham?","pancakes, bacon or ham? (0.95)",none,none,none,none,none
How long do udon noodles take to cook?,udon noodles (1.00),none,none,none,none,none
How long does it take to deep fry chicken patties?,deep fry chicken patties (1.00),none,none,none,none,none
Is marjoram used in Italian cooking?,##joram (0.84),italian cooking (0.99),none,mar (1.00),none,none
What can you use to bind burgers instead of eggs?,burgers instead of eggs (1.00),none,none,none,none,none
What pizza is the best?,pizza (0.96),best (0.94),none,none,none,none
How do I make a vanilla frosting similar to the one on frozen Betty Crocker frozen devil's food cake? The bakery discontinued making them!,vanilla frosting similar to the one on frozen betty crocker frozen devil's food cake (1.00),them! (0.92),none,bakery (0.44),none,none
What is a good sauce for a roast beef sandwich?,good sauce (0.75),roast beef sandwich (1.00),none,none,none,none
What are the top recipes I can make with my light sugared canned sour cherry preserves?,with my light sugared canned sour cherry preserves (0.98),none,none,top (0.58),none,none
What can I do with hard pita bread?,none,none,none,hard pita bread (0.97),none,none
What is sweet pepper powder in tagine recipes?,sweet pepper powder in tagine recipes (1.00),none,none,none,none,none
What ingredient do you hate prepping?,none,none,none,ingredient (0.36),prepping (0.99),none
How is pea soup made using a hambone? Why?,pea soup (1.00),hambone? (0.89),none,none,none,none
What is cooking in a bag called?,bag called? (0.87),none,none,none,none,none
Are there any delicious snacks that are not known in your country?,none,none,none,delicious snacks (0.93),none,none
How much butter goes into a single croissant 🥐?,goes into (0.95),single croissant 🥐? (1.00),none,butter (1.00),none,none
How do you make green enchilada sauce?,green enchilada sauce? (1.00),none,none,none,none,none
What would you bring for a potluck dinner tonight?,potluck dinner tonight (1.00),none,none,none,none,none
What are some foods that look good but taste horrible?,foods (1.00),but taste (0.80),none,good (0.36),horrible (0.62),none
How much cheese is needed for Mac and cheese?,mac and cheese (1.00),none,none,cheese (1.00),none,none
A recipe calls for 1 /3 cup of suger 2 cups of flour. How many cups of flour do you need to add 3 cups of sugar?,1 / 3 cup of suger 2 cups of flour (1.00),many cups of flour (1.00),3 cups of sugar (1.00),none,none,none
What is the best way to get the “fishy” taste out of fish?,“ fishy ” taste out of fish (1.00),none,none,none,none,none
What are some canned food ideas for a supper?,canned food (0.84),supper (1.00),none,none,none,none
How do I make horseradish from the root?,horseradish from the root? (1.00),none,none,none,none,none
How do you fix mushy pancakes?,mushy pancakes (1.00),none,none,none,none,none
Who makes the best frozen curly fries?,the best frozen curly fries? (1.00),none,none,none,none,none
"What's the best way to cook a beef heart, and what is the best seasoning for it?","beef heart, (1.00)",the best seasoning (0.93),it (0.98),what (0.89),none,none
Does the brand of flour matter in baking?,brand (0.90),flour (0.77),none,matter (0.55),baking (0.73),none
What's you favorite chicken soup or chicken stew recipe?,chicken soup or chicken stew recipe (1.00),none,none,none,none,none
I try to watch 'hidden' sugar intake and wonder why you don't list sugar in your recipes' nutrition numbers?,' hidden'sugar intake (1.00),why you don't list sugar in your recipes'nutrition numbers (1.00),none,none,none,none
Is the ancient Rome recipe for garum still practiced today?,ancient rome (1.00),garum still practiced today (1.00),none,none,none,none
What kinds of fruits would taste nicely in pudding?,fruits (1.00),nicely in (0.67),none,pudding (0.37),none,none
Should you put egg in your burger recipe?,egg in (0.93),burger recipe (0.88),none,none,none,none
What is the best protein pancake mix?,the best protein pancake mix (1.00),none,none,none,none,none
"To make the most nutritious and tasty almond milk, is it best to soak the almonds first, or roast them?",most (0.48),nutritious and tasty almond milk (1.00),"almonds first, (1.00)",so (0.57),roast (0.90),none
How do I make boxed stuffing taste better?,boxed stuffing taste better (1.00),none,none,none,none,none
How long do you boil sausage before frying?,sausage before frying? (1.00),none,none,none,none,none
What are some of the best ways to elevate a simple dish up to another level?,the best (1.00),eleva (0.80),simple dish up (1.00),none,none,none
What are your techniques in cooking eggs to be delicious?,eggs to be delicious (1.00),none,none,none,none,none
What dishes use sauerkraut?,dishes (0.66),none,none,sauerkraut? (1.00),none,none
Is there a type of cheesy chicken enchilada that doesn’t have red sauce in general?,cheesy chicken enchilada that doesn ’ t have red sauce (1.00),none,none,none,none,none
What are some good sausage filling recipes?,good sausage filling (1.00),none,none,none,none,none
How do you keep hot dogs warm for a party?,hot dogs warm for (1.00),party (1.00),none,none,none,none
How do I make spinach salad taste good?,spinach salad taste good? (1.00),none,none,none,none,none
What is mornay sauce?,mornay sauce (1.00),none,none,none,none,none
"What recipe do you make the most, and how do you do it?","the most, (0.90)",none,none,none,none,none
How do you cook frozen vegetables so they are crisp?,frozen vegetables so they are crisp? (1.00),none,none,none,none,none
How do I make a banana puree for a baby?,banana puree for a baby (1.00),none,none,none,none,none
"Is it a really good idea to add salt to egg whites before beating them (baking, salt, egg whites, cooking)?",really good (0.89),"salt to egg whites before beating them ( baking, salt, egg whites, cooking ) (0.99)",none,none,none,none
"What meals are at least semi-healthy, easy to make, and delicious?",meals (0.89),"semi - healthy, easy to make, and delicious (0.79)",none,none,none,none
Which recipes do you want to pass down to future generations?,down (0.38),future generations (0.62),none,none,none,none
"One of my favorite dishes are sandwiches, but I also love working out. What is the best and healthiest sandwich that I can make at home?",dishes (0.92),sandwiches (1.00),the best and healthiest sandwich (0.97),working out (1.00),none,none
Why is my chicken-fried steak so bland? Is there a non-bland chicken fried steak and gravy recipe?,chicken - fried steak so bland (1.00),non - bland chicken fried steak and gravy recipe (0.97),none,none,none,none
What is chipotle sauce taste like?,chipotle sauce taste (0.98),none,none,none,none,none
How do you make store-bought icing easier to spread?,store - bought icing easier to spread (1.00),none,none,none,none,none
"When making whipped cream, I accidentally put salt into it. I also don't want to let it all go to waste, so what are some creative uses of salty whipped cream?",whipped cream (1.00),into it (1.00),it all (0.95),salt (0.89),creative (0.97),none
Can I use a glass pan to bake cookies?,glass pan to bake cookies (1.00),none,none,none,none,none
What desserts can I make with honey (not based on honey but with honey if that makes sense)?,desserts (0.97),honey ( not based on honey but with honey if that (0.88),) (0.61),sense (0.39),none,none
How do you make edible gold leaf for cakes?,edible gold leaf for cakes (1.00),none,none,none,none,none
What can we make with white chocolate?,chocolate (0.92),none,none,white (0.98),none,none
Should you use strong flour or plain flour when making bread?,strong flour or plain flour when making bread (1.00),none,none,none,none,none
How do I cut a tomato for salsa?,tomato for salsa? (0.99),none,none,none,none,none
How much dried basil do I use in place of fresh?,none,none,none,dried basil (1.00),fresh? (0.95),none
What are the diabetic food recipes for beginners?,diabetic food (1.00),beginners (0.88),none,none,none,none
Which is the most American recipe of all time?,most american (0.98),all time (0.85),none,none,none,none
"When a recipe asks for ""15 oz. can diced tomatoes"", do they mean the weight of the whole can or tomatoes alone?",""" 15 oz. can diced tomatoes "" (0.95)",weight of the whole can or tomatoes alone (0.98),none,none,none,none
"What is the best summer recipe, make fruit salad or vegetable salad?",the best summer recipe (0.89),fruit salad or vegetable salad (0.98),none,none,none,none
"What is your ""Oh my gosh, you have to give me this recipe"" dish that people always request you to make?",""" (0.97)","oh my gosh, (1.00)","recipe "" dish (1.00)",none,none,none
Baking: How do you make great bread?,great bread (1.00),none,none,none,none,none
What dish did you make the most in 2020?,dish (0.97),the most in 2020? (1.00),none,none,none,none
What is the hardest pastry to make?,hardest pastry (0.99),none,none,none,none,none
Can anyone share an eggless muffin recipe for my son as he is allergic to eggs?,eggless muffin (1.00),son (1.00),none,eggs (1.00),none,none
How do I cook tamales on the stove?,tamales on the stove (1.00),none,none,none,none,none
Is egg wash necessary for bread?,bread (1.00),none,none,egg wash (1.00),none,none
What is the proper way to use cornstarch to thicken sauces?,cornstarch to thicken sauces (1.00),none,none,none,none,none
How should salad be stored?,none,none,none,salad (0.87),none,none
What do Spanish people typically eat for dinner. What does a typical Spanish dinner table look like? What sort of dishes are very typical in a Spanish household? Please provide also some pictures.,people (1.00),dinner (1.00),typical spanish dinner table look (1.00),spanish (0.33),pictures (0.99),none
Does a two-topping pizza include only sauce and cheese?,two - topping pizza include only sauce and cheese (1.00),none,none,none,none,none
"What is the recipe for ""Garfield Potatoes"" served aboard the Titanic?","garfield potatoes "" served aboard the titanic (1.00)",none,none,none,none,none
How does one develop grit?,none,none,none,grit (0.99),none,none
What's the best way to make a homemade mashed potato?,homemade mashed potato? (1.00),none,none,none,none,none
How many eggs are in an omelette?,eggs (0.80),omelette? (0.98),none,none,none,none
Who buys the most Tabasco sauce?,most tabasco sauce? (0.98),none,none,none,none,none
How do you make pineapple salsa from scratch?,pineapple salsa (1.00),scratch (1.00),none,none,none,none
How can we make pizza with the same exact taste as Domino's?,pizza (1.00),none,none,the (1.00),same exact taste as domino's (1.00),none
Can you use salted butter for cookies?,salted butter for cookies (1.00),none,none,none,none,none
How does cold flour affect baking?,cold (0.88),none,none,flour (0.72),baking (0.57),none
What are some good broccoli recipes?,good broccoli recipes (1.00),none,none,none,none,none
What is the simplest recipe you know?,simplest (0.85),none,none,none,none,none
How do you make carrot and lentil soup?,carrot and lentil soup? (1.00),none,none,none,none,none
Why isn't dry pasta salted?,dry pasta salted? (1.00),none,none,none,none,none
What is the world's best sandwich?,world's best sandwich (1.00),none,none,none,none,none
What is the difference between Barilla pasta sauce and Prego?,barilla pasta sauce and prego? (1.00),none,none,none,none,none
How do I make a cupcake box template?,cupcake box template (1.00),none,none,none,none,none
What does a good pizza taste like?,good pizza (1.00),none,none,none,none,none
What is a good recipe for fried rice?,fried rice? (0.98),none,none,none,none,none
How do I cook food in the forest?,food in the forest (0.87),none,none,none,none,none
What was a surprisingly great cheap meal you have eaten?,surprisingly great cheap meal (1.00),none,none,none,none,none
How do you reduce too much salt in stew?,too much salt in stew? (0.98),none,none,none,none,none
Why do some recipes call for both white and brown sugar?,both white and brown sugar (1.00),none,none,recipes (0.99),none,none
What do home-cooked meals look like where you come from?,home - cooked meals (1.00),where you (0.99),none,none,none,none
How can I make pizza at home without flour?,pizza (1.00),none,none,flour (1.00),none,none
Can you make cheesy chicken enchiladas without sauce?,cheesy chicken enchiladas (1.00),none,none,sauce (1.00),none,none
How do you mince a garlic clove?,garlic clove? (1.00),none,none,min (0.56),none,none
What do I do if my lasagna is too watery?,lasagna (1.00),watery (0.96),none,none,none,none
Do you make your own cake for birthdays in your family?,cake (1.00),birthdays in (0.76),family (0.51),none,none,none
How do you emboss a name on a cake?,name (0.96),cake (1.00),none,none,none,none
What is the difference between a Cornish pasty and a normal pasty?,cornish pasty and a normal pasty (0.94),none,none,none,none,none
What are some beginner-friendly recipes for bento boxes?,beginner - friendly (1.00),bento boxes (1.00),none,none,none,none
What do offenders cook in prison? What are some prison recipes?,offenders (0.93),prison (0.54),prison (0.99),none,none,none
What are good quick chicken recipes?,good quick chicken (1.00),none,none,none,none,none
How do I cut iceberg lettuce for burgers?,iceberg lettuce for burgers (1.00),none,none,none,none,none
In how much water do I need to put ramekins when cooking au bain marie in the oven?,ramekins when cooking au bain marie in the oven (0.94),none,none,water (1.00),none,none
What are some really simple recipes?,really simple (1.00),none,none,none,none,none
"What is the English dish, ""toad in the hole"", and what's the reason for its name?",english dish (0.99),""" (0.96)","toad in the hole "" (1.00)",none,none,none
Is bacon supposed to be chewy or crispy?,bacon (0.98),chewy or crispy? (0.99),none,none,none,none
How do I make buttercream look like fondant?,buttercream look like fondant (1.00),none,none,none,none,none
What should I always remember when baking?,none,none,none,none,none,none
How many hours does it take Moi Moi to cook?,moi moi (1.00),none,none,hours (0.61),none,none
How long does it take to bake a tri-tip roast?,tri - tip roast (1.00),none,none,none,none,none
"If you cook meat that turns out very tough, what can you do to soften the meat?",meat (1.00),turns out very tough (0.89),none,soft (0.98),meat (0.77),none
What temperature should you cook a pot roast to so the meat falls apart?,pot roast to so the meat falls apart (1.00),none,none,none,none,none
How do I make green rice crispy treats?,green rice crispy treats (1.00),none,none,none,none,none
What is your variation on the lowly peanut butter and jelly sandwich?,lowly peanut butter and jelly sandwich (1.00),none,none,none,none,none
How long does it take to bake a bone in chicken thighs?,bone in chicken thighs (1.00),none,none,none,none,none
What’s your secret hack for boxed macaroni & cheese?,secret (0.99),boxed macaroni & cheese? (1.00),none,none,none,none
Is Vermont the home for maple syrup?,maple syrup (1.00),none,none,none,none,none
What are some traditional recipes from Turkey?,traditional (0.79),turkey (0.49),none,none,none,none
"Do they still make Tabasco sauce (the original one)? If so, what store sells it?",tabasco sauce ( the original one ) (1.00),so (0.53),none,none,none,none
How can you use a pizza stone to make pizza in a BBQ grill?,pizza stone (1.00),pizza in a bbq grill (1.00),none,none,none,none
What are some good savory toppings for yogurt?,good savory toppings for yogurt (1.00),none,none,none,none,none
How do I cook dried pinto beans fast?,dried pinto beans fast? (1.00),none,none,none,none,none
What is your favorite ketchup recipe and/or unique recipe item for your ketchup?,favorite ketchup recipe and / or unique recipe item for (0.97),ketchup (1.00),none,none,none,none
How do I make an omelet with spinach?,omelet with spinach? (1.00),none,none,none,none,none
How do I cook canned sweet peas?,canned sweet peas? (0.98),none,none,none,none,none
What is a chef's tip that sounds gross but is actually tasty?,chef's tip that sounds gross but is actually tasty (1.00),none,none,none,none,none
How do you make bacon not crispy?,bacon not crispy? (1.00),none,none,none,none,none
How do I bake green beans in an oven?,green beans in an oven (1.00),none,none,none,none,none
"Dan is making chimchurri for an appetizer, but the recipe asks for 2.5 milliliters of black pepper. If Dan is measuring out milliliters in teaspoons, how many teaspoons of black pepper will he need for his recipe?",dan (0.79),chimchurri for an appetizer (1.00),recipe (0.99),none,none,none
When should strong flour be used?,none,none,none,strong flour (0.96),none,none
How do I reheat sweet potato fries?,sweet potato fries? (0.96),none,none,none,none,none
Which bread do you personally use for making grilled cheese?,grilled cheese (1.00),none,none,bread (0.98),none,none
What’s an ingredient that you’re still hesitant to cook with?,ingredient (0.66),none,none,none,none,none
How do I thicken pesto sauce?,thick (0.96),pesto sauce (1.00),none,none,none,none
What is your favorite dessert to make for 4th of July get-togethers?,dessert (0.80),make for (0.83),4th of july get - togethers (0.95),none,none,none
Can you put too much simple syrup on a cake?,cake (1.00),none,none,simple syrup (0.99),none,none
How do I make turkey gravy with flour?,turkey gravy with flour? (1.00),none,none,none,none,none
How do I make my own zesty Italian dressing?,zesty italian dressing (1.00),none,none,none,none,none
Is baking bacon healthier than frying bacon?,baking bacon healthier than frying bacon (0.97),none,none,none,none,none
"I want to get into cooking. I don't just want to copy recipes, I want to understand what I am doing. Where do I begin?",cooking (0.78),recipes (0.81),none,none,none,none
Can you share a photograph of foreign cuisine you made at home?,foreign cuisine you made (1.00),none,none,none,none,none
What are some easy ways to make fondant?,fondant (1.00),none,none,easy (0.98),none,none
What is the easiest food to make from scratch?,easiest food (0.85),make from scratch (0.78),none,none,none,none
Where can I find food recipes using cicadas?,food (1.00),none,none,cicadas? (1.00),none,none
What is the easiest pasta dish to prepare?,easiest pasta dish (0.99),none,none,none,none,none
What is your favorite smoked fish recipe?,favorite smoked fish (1.00),none,none,none,none,none
How to make tasty keto bread?,tasty keto bread? (1.00),none,none,none,none,none
Is it impolite to ask a restaurant for the recipe of a certain dish that you really loved?,restaurant (1.00),the recipe (0.91),certain dish that (0.84),none,none,none
How can I find recipes for my air fryer?,air fryer (1.00),none,none,none,none,none
How do you make butter beer exactly like the book?,butter beer exactly like the book (1.00),none,none,none,none,none
What's the best chili con carne recipe you've ever made?,the best chili con carne recipe you (0.99),ever made (0.80),none,none,none,none
Which fruits can ruin your gelatin dessert?,gelatin dessert (1.00),none,none,fruits (0.95),none,none
How do I make a honey tuille?,honey tuille? (1.00),none,none,none,none,none
What are some good tips/advice on how to make a healthier vegan bimbimbab from how it's traditionally made?,tips / advice (0.84),healthier vegan bimbimbab from how it's traditionally made (1.00),none,good (1.00),none,none
How do I cook pasta without water?,pasta (1.00),none,none,water? (0.98),none,none
How do I prepare a turkey before cooking?,turkey before cooking (1.00),none,none,none,none,none
What's a good recipe for Cambodian prahok?,cambodian prahok? (1.00),none,none,none,none,none
"Hunters, what is the tastiest dish you’ve made from your kill?",hunters (0.26),tastiest dish (1.00),’ (1.00),none,none,none
How do I make ice cream at home?,ice cream (1.00),none,none,none,none,none
What do you cook today? Pics are welcomed.,welcomed (0.47),none,none,pics (0.49),none,none
How do people come up with new recipes for food?,food (1.00),none,none,none,none,none
What ingredients do you use for cooking bacon?,bacon (1.00),none,none,ingredients (0.97),none,none
What is the purpose of dusting bread with flour before baking?,dustin (0.64),bread with flour (1.00),none,baking (1.00),none,none
"I want to make a smoothie bowl with frozen strawberries, blueberries, and mangoes. Which fruits do I layer bottom to top?","smoothie bowl with frozen strawberries, blueberries, and mangoes (1.00)",fruits (1.00),to (0.80),bottom (0.43),none,none
"When chefs/recipes say “season to taste”, what does that actually mean?",chefs / (0.58),“ season to taste ” (0.96),none,actually (0.69),none,none
You are cooking with a recipe that called for 1/4 pound of butter. How many teaspoons of butter do you add?,1 / 4 pound of butter (1.00),many teaspoons of butter (1.00),none,none,none,none
How do I bake chicken thighs with skin?,chicken thighs with skin (1.00),none,none,none,none,none
Should you add garlic to pasta sauce?,garlic to pasta sauce (0.96),none,none,none,none,none
What can be used as a substitute for Dijon mustard when making deviled eggs?,dijon mustard when making deviled eggs (1.00),none,none,none,none,none
How do you get shredded coconut to stick to the side of a cake?,shredded coconut to stick to the side of a cake (1.00),none,none,none,none,none
How do I sub maple syrup for sugar?,maple syrup for sugar (1.00),none,none,none,none,none
How do I cook a free range turkey?,free range turkey (1.00),none,none,none,none,none
How can I make cake frosting with the sort of texture of things like the outside Zebra Cakes or Ring Dings?,cake frosting with the sort of texture of things like the outside zebra cakes or ring dings (1.00),none,none,none,none,none
"What are some tasty, low-calorie alternatives for apples and peanut butter?","tasty, low - calorie alternatives for apples and peanut butter (1.00)",none,none,none,none,none
My mom usually makes food at 8:30 AM but I get up early and I have to study and also want to eat food before studying or else I feel weak. What are some easy and tasty recipes for suggestions?,food (1.00),8 : 30 am (0.98),early (0.77),study (0.67),studying (0.97),weak (0.49)
"When a recipe calls for partial ingredients, such as only the egg yolk, what are you supposed to do with the rest?",recipe (0.75),"partial ingredients, such as only the egg yolk (0.95)",none,rest (0.94),none,none
What is the dressing of Kathi rolls?,kathi rolls (1.00),none,none,none,none,none
Why and on what occasions would it be important to use certain types of pots to have delicious and perfectly cooked dishes?,types (0.43),pots (0.58),delicious and perfectly cooked dishes (0.82),none,none,none
"What good “throw everything in a pot, add water and spices, let cook all day” recipes do you have?",everything (0.68),"pot, add water and spices, let cook (0.94)",all day ” (1.00),none,none,none
Does a burger cook better on a grill than a stove top?,burger (1.00),better on a grill than a stove top (0.96),none,none,none,none
How do you microwave pasta without drying it out?,pasta (1.00),none,none,drying it out (1.00),none,none
Should eggs be at room temperature for pancakes?,eggs (0.96),room (0.76),pancakes (1.00),none,none,none
What do you like to dip your fries in besides ketchup?,fries in besides ketchup? (1.00),none,none,none,none,none
What are some cool variants on making gnocchi?,gnocchi? (1.00),none,none,cool variants (0.94),none,none
How do I make edible gummies with a cannabutter?,edible gummies with a cannabutter? (1.00),none,none,none,none,none
How do I prepare eggs in a shape suited for a bagel?,eggs in (1.00),shape suited for a bagel (1.00),none,none,none,none
How do I substitute vodka in homemade vanilla extract?,vodka in homemade vanilla extract (1.00),none,none,none,none,none
How long does it take to cook chicken breast at 400?,chicken breast at 400? (1.00),none,none,none,none,none
Why is Colonel Sanders’ recipe still a secret after all of these years?,sanders ’ (0.63),secret after (0.39),years (0.37),none,none,none
How do I cook various recipes?,recipes (0.82),none,none,none,none,none
What should I name my YouTube cooking channel?,youtube cooking channel (1.00),none,none,none,none,none
Would cooking tomatoes separately from other ingredients make a difference in a tomato-sauce dish?,tomatoes separately from other ingredients (0.91),difference in a tomato - sauce dish (0.90),none,none,none,none
What unexpected ingredient do you add to a dish?,dish (1.00),none,none,unexpected ingredient (0.97),none,none
How much ganache do you use to fill a cake?,cake (1.00),none,none,ganache (1.00),none,none
